恐怖片,#genre#
凶兆前传,https://v12.qdhdcate.com/yyv12/202405/28/9f4A0KZwVT8/video/index.m3u8
古窑迷踪,https://v8.qdhdcate.com/yyv8/202405/23/SHK0Wjzjfm14/video/index.m3u8
地狱公路,https://v5.qdhdcate.com/yyv5/202405/22/AMBawWaUYB7/video/index.m3u8
匹配,https://v9.qdhdcate.com/yyv9/202405/21/7dm2zyyvTs18/video/index.m3u8
血统杀人魔,https://v9.qdhdcate.com/yyv9/202405/18/w5rCYQwnhR18/video/index.m3u8
惊魂加油站,https://v5.qdhdcate.com/yyv5/202405/19/UHa5BRw8xW7/video/index.m3u8
撒旦来临,https://v7.qdhdcate.com/yyv7/202405/15/gVbhZwSVvV13/video/index.m3u8
喧嚣,https://v9.qdhdcate.com/yyv9/202405/15/gFdviXa4Vp18/video/index.m3u8
屋中异蛛,https://v10.qdhdcate.com/yyv10/202405/15/5zzcztXfty15/video/index.m3u8
恐怖欢乐屋,https://v8.qdhdcate.com/yyv8/202405/26/1DB2gA8LP214/video/index.m3u8
林都奇谭,https://v3.qdhdcate.com/yyv3/202405/15/NvkGm4auqp2/video/index.m3u8
钟声2024,https://v12.qdhdcate.com/yyv12/202405/09/ucCd82J5wh8/video/index.m3u8
通灵阿初～颤动岩～,https://v1.qdhdcate.com/yyv1/202405/10/vT7xErMAAG1/video/index.m3u8
地狱折磨,https://v8.qdhdcate.com/yyv8/202405/09/KGGjHEGSnH14/video/index.m3u8
再会亡灵,https://v2.qdhdcate.com/yyv2/202405/12/JdgkfJRt6Y10/video/index.m3u8
玩偶盒惊魂,https://v10.qdhdcate.com/yyv10/202405/04/88YV0TZp3E15/video/index.m3u8
庇护,https://v11.qdhdcate.com/yyv11/202404/30/b93qkzTWQ83/video/index.m3u8
猛鬼舔人,https://v12.qdhdcate.com/yyv12/202404/30/EZ0CJPh2j68/video/index.m3u8
施虐诡计,https://v4.qdhdcate.com/yyv4/202405/04/fJtzVhSWVR4/video/index.m3u8
影人莎拉·麦考密克的最后一段录像,https://v10.qdhdcate.com/yyv10/202404/28/AwGSYD5fxZ15/video/index.m3u8
僵尸古刹,https://v12.qdhdcate.com/yyv12/202404/27/rCc5BmWAJC8/video/index.m3u8
梵蒂冈录像带,https://v10.qdhdcate.com/yyv10/202404/28/kfYVRaZH9e15/video/index.m3u8
群尸屠城2,https://v10.qdhdcate.com/yyv10/202404/30/sazsgDkPV315/video/index.m3u8
怨恨3杀手,https://v12.qdhdcate.com/yyv12/202404/26/XbXV38Meuc8/video/index.m3u8
黑彩虹暗杀令,https://v10.qdhdcate.com/yyv10/202404/26/PqvhfW0Rh815/video/index.m3u8
血腥兄弟会,https://v12.qdhdcate.com/yyv12/202404/22/74912ZFA3j8/video/index.m3u8
致命玩笑2,https://v11.qdhdcate.com/yyv11/202404/28/4hFgUs8VKF3/video/index.m3u8
魔鬼深夜秀,https://v12.qdhdcate.com/yyv12/202404/21/6SX11wDDE78/video/index.m3u8
精灵保姆,https://v11.qdhdcate.com/yyv11/202403/21/2Y4ZzLPx7Z4/video/index.m3u8
魔翼杀手3,https://v11.qdhdcate.com/yyv11/202404/26/0AmUpYPvnX3/video/index.m3u8
噬血芭蕾,https://v10.qdhdcate.com/yyv10/202404/28/2vKj2uqbBy15/video/index.m3u8#HD$https://v11.qdhdcate.com/yyv11/202405/07/rQRb8u36Gp3/video/index.m3u8
美国豚鼠4:献祭,https://v11.qdhdcate.com/yyv11/202404/18/cB9DVDBvEn3/video/index.m3u8
美国豚鼠3:所罗门之歌,https://v12.qdhdcate.com/yyv12/202404/18/am1PMWNANX8/video/index.m3u8
破墓,https://v10.qdhdcate.com/yyv10/202404/22/3KnaAi51wM15/video/index.m3u8
害虫,https://v1.qdhdcate.com/yyv1/202308/19/cp0AAgxeQH2/video/index.m3u8#HD$https://v12.qdhdcate.com/yyv12/202404/26/tjsVhay7An8/video/index.m3u8
无瑕修女,https://v12.qdhdcate.com/yyv12/202404/16/DRxZjNUyGN8/video/index.m3u8
恶魔的光火,https://v11.qdhdcate.com/yyv11/202404/16/b0hrZgwFiC3/video/index.m3u8
深夜加油站遇见大逃杀,https://v12.qdhdcate.com/yyv12/202404/06/kjVdYi65jH8/video/index.m3u8
化身邪魔,https://v12.qdhdcate.com/yyv12/202404/18/k10YD5VFcP8/video/index.m3u8
鬼斧逐个捉,https://v11.qdhdcate.com/yyv11/202404/05/m0s3mbEfdd3/video/index.m3u8
黑暗深处2023,https://v10.qdhdcate.com/yyv10/202404/16/KCE6SuCSvm15/video/index.m3u8
家庭教育,https://v11.qdhdcate.com/yyv11/202404/15/xam4p50bE23/video/index.m3u8
哀愁灰姑娘,https://v11.qdhdcate.com/yyv11/202403/21/e6fp4GWS2g4/video/index.m3u8
何种谋杀,https://v11.qdhdcate.com/yyv11/202404/16/mWjetyPn7Z3/video/index.m3u8
豹族,https://v12.qdhdcate.com/yyv12/202404/04/1XfKKEdASa5/video/index.m3u8
索命咒,https://v12.qdhdcate.com/yyv12/202404/01/NGAfG139Rf5/video/index.m3u8
惊心食人族：重生,https://v12.qdhdcate.com/yyv12/202404/03/y5fDXrSabK5/video/index.m3u8
黑衣天使,https://v12.qdhdcate.com/yyv12/202403/28/b359LiztCw5/video/index.m3u8
最危险的游戏,https://v12.qdhdcate.com/yyv12/202403/31/F52pubzW0G5/video/index.m3u8
血裸祭,https://v11.qdhdcate.com/yyv11/202403/21/5QS4EfY8gZ4/video/index.m3u8
小熊维尼：血染蜂蜜,https://v11.qdhdcate.com/yyv11/202404/01/czKCw385UX3/video/index.m3u8
恐怖神棍节,https://v8.qdhdcate.com/yyv8/202403/02/d0uW3R51Wd1/video/index.m3u8
魔翼杀手,https://v12.qdhdcate.com/yyv12/202403/26/7EhSBXR0SB5/video/index.m3u8
妖夜凶灵,https://v12.qdhdcate.com/yyv12/202403/28/nus7eAZBnZ5/video/index.m3u8
最后的吸血鬼,https://v12.qdhdcate.com/yyv12/202403/27/iHVf4hXR3D5/video/index.m3u8
夺命高楼,https://v12.qdhdcate.com/yyv12/202403/25/JNAuzA2y9x5/video/index.m3u8
凶间疑影,https://v8.qdhdcate.com/yyv8/202403/02/C5m5NKkdp31/video/index.m3u8
夺命网红,https://v12.qdhdcate.com/yyv12/202403/25/3CvTqwqqge5/video/index.m3u8
夺命神灯,https://v12.qdhdcate.com/yyv12/202403/25/w6PYQRYeGb5/video/index.m3u8
黑暗来袭,https://v12.qdhdcate.com/yyv12/202403/26/prdB6SD0Me5/video/index.m3u8
夺命惊吓,https://v12.qdhdcate.com/yyv12/202403/25/v77jKtuGMc5/video/index.m3u8
鬼寺凶灵2,https://v12.qdhdcate.com/yyv12/202403/25/CTYXubWuNM5/video/index.m3u8
魔女嘉莉 2013,https://v12.qdhdcate.com/yyv12/202403/25/d3rihnrbgA5/video/index.m3u8
黑暗意识,https://v12.qdhdcate.com/yyv12/202403/26/A3wcrjBFab5/video/index.m3u8
黑暗之中,https://v12.qdhdcate.com/yyv12/202403/26/w6MPHkRHYh5/video/index.m3u8
毛骨悚然撞鬼经15周年特别篇,https://v12.qdhdcate.com/yyv12/202403/26/hEr3SbExXS5/video/index.m3u8
毛骨悚然撞鬼经2012夏季特别篇,https://v12.qdhdcate.com/yyv12/202403/26/idwG4fL8Hb5/video/index.m3u8
午夜凶梦,https://v8.qdhdcate.com/yyv8/202403/02/i32gmYb6m01/video/index.m3u8
毛骨悚然撞鬼经2018夏季特别篇,https://v12.qdhdcate.com/yyv12/202403/26/0d8iY0Js2R5/video/index.m3u8
毛骨悚然撞鬼经2011夏季特别篇,https://v12.qdhdcate.com/yyv12/202403/26/MivEbsdHi35/video/index.m3u8
坟墓舞者,https://v8.qdhdcate.com/yyv8/202403/02/hGDQPcJKhe1/video/index.m3u8
复仇之溪,https://v8.qdhdcate.com/yyv8/202403/02/WFnmqWUzuT1/video/index.m3u8
杀出僵尸镇,https://v8.qdhdcate.com/yyv8/202403/03/Z87WYjRvKt1/video/index.m3u8
恐怖地窖,https://v11.qdhdcate.com/yyv11/202403/20/cZXHEZvVUZ4/video/index.m3u8
在恐惧中,https://v8.qdhdcate.com/yyv8/202403/02/fJ41qf86F01/video/index.m3u8
抽象画中的越南少女,https://v11.qdhdcate.com/yyv11/202403/18/i57DqcVr1W4/video/index.m3u8
蓝色阳光,https://v11.qdhdcate.com/yyv11/202403/14/B9WFYB5GAy4/video/index.m3u8
致命玩笑3,https://v8.qdhdcate.com/yyv8/202403/03/vqP7DGVXPE1/video/index.m3u8
西金,https://v11.qdhdcate.com/yyv11/202403/18/GfmKAZaPLh3/video/index.m3u8
灵异医院,https://v8.qdhdcate.com/yyv8/202403/03/L9b6qSZnWU1/video/index.m3u8
幼儿怨,https://v11.qdhdcate.com/yyv11/202403/15/NGFgWbUcAr4/video/index.m3u8
杀出魔鬼镇,https://v8.qdhdcate.com/yyv8/202403/03/rRM4uKYz7c1/video/index.m3u8
猎鬼姐妹,https://v11.qdhdcate.com/yyv11/202403/15/rnJeJRKVhh4/video/index.m3u8
闹鬼网红屋,https://v11.qdhdcate.com/yyv11/202403/15/01g7tPcCmu3/video/index.m3u8
恐怖母亲节,https://v8.qdhdcate.com/yyv8/202403/03/dwzQaWPXnD1/video/index.m3u8
血嗜森林,https://v11.qdhdcate.com/yyv11/202403/14/JygEm0Wr5R3/video/index.m3u8
姐妹情仇 1972,https://v11.qdhdcate.com/yyv11/202403/14/Qphg56fwM64/video/index.m3u8
身在其中,https://v8.qdhdcate.com/yyv8/202403/03/p8vC9kiGUg1/video/index.m3u8
鬼影实录：东京之夜,https://v8.qdhdcate.com/yyv8/202403/03/wj1dgwV8yw1/video/index.m3u8
鬼影人,https://v8.qdhdcate.com/yyv8/202403/03/HMwP7Bkti41/video/index.m3u8
连锁信,https://v8.qdhdcate.com/yyv8/202403/03/nyiiisxG791/video/index.m3u8
邪物萌动,https://v11.qdhdcate.com/yyv11/202403/15/Z7SkjVTZ043/video/index.m3u8
闹鬼3D,https://v8.qdhdcate.com/yyv8/202403/03/e3qgT8xFE11/video/index.m3u8
人肉米粉,https://v8.qdhdcate.com/yyv8/202403/01/MUUrHv5AMv1/video/index.m3u8
婴尸,https://v8.qdhdcate.com/yyv8/202403/03/XNh2dDtfcK1/video/index.m3u8
靛蓝,https://v11.qdhdcate.com/yyv11/202403/13/fMWCkjbFAU3/video/index.m3u8
昏迷,https://v11.qdhdcate.com/yyv11/202403/12/usZzHgap8B4/video/index.m3u8
甜蜜复仇夜,https://v11.qdhdcate.com/yyv11/202403/10/P9NrbTTijR4/video/index.m3u8
通灵姐妹,https://v11.qdhdcate.com/yyv11/202403/12/jE6kR1a5kF4/video/index.m3u8
罗伯特玩偶的复仇,https://v11.qdhdcate.com/yyv11/202403/11/KDmJnrpkSm4/video/index.m3u8
恶灵古堡,https://v8.qdhdcate.com/yyv8/202403/01/0fbZ0HjuGq1/video/index.m3u8
拉拉队员都死了,https://v8.qdhdcate.com/yyv8/202403/01/2TLc51tf0Y1/video/index.m3u8
死亡繁殖,https://v8.qdhdcate.com/yyv8/202403/01/HC7LDVhE1j1/video/index.m3u8
灾难镇,https://v8.qdhdcate.com/yyv8/202403/01/HHpkQiTeMk1/video/index.m3u8
爱你至死不渝,https://v8.qdhdcate.com/yyv8/202403/01/gbXi7BRe8E1/video/index.m3u8
由内而外,https://v8.qdhdcate.com/yyv8/202403/01/yME4jzQL5w1/video/index.m3u8
神秘的地洞,https://v8.qdhdcate.com/yyv8/202403/01/xdW2j8r5ee1/video/index.m3u8
地狱少女,https://v11.qdhdcate.com/yyv11/202403/08/JAAHeD7wkx3/video/index.m3u8
老师的恩惠,https://v8.qdhdcate.com/yyv8/202403/01/yyWN6txhy51/video/index.m3u8
恐怖地铁站,https://v8.qdhdcate.com/yyv8/202403/01/dx6nUZ9ica1/video/index.m3u8
新村丧尸漫画,https://v12.qdhdcate.com/yyv12/202403/09/q8QMZRi1xg4/video/index.m3u8
嗜血之夜,https://v8.qdhdcate.com/yyv8/202403/01/Aa6D077hCG1/video/index.m3u8
诚聘保姆,https://v8.qdhdcate.com/yyv8/202403/01/Rj8Teqnv8j1/video/index.m3u8
近道抄出命,https://v8.qdhdcate.com/yyv8/202403/01/4kEiufMC781/video/index.m3u8
地窖居住者,https://v12.qdhdcate.com/yyv12/202403/09/6ez6aiUP6k4/video/index.m3u8
别西卜,https://v11.qdhdcate.com/yyv11/202403/07/icdH73ja563/video/index.m3u8
鬼镇灵异杀人事件,https://v11.qdhdcate.com/yyv11/202403/05/fVDdxsgcjA3/video/index.m3u8
冻肉2023,https://v12.qdhdcate.com/yyv12/202403/05/NkZqrjc6AC4/video/index.m3u8
恶魔的请柬,https://v11.qdhdcate.com/yyv11/202403/06/YsG3gxYkX53/video/index.m3u8
末世圣童,https://v11.qdhdcate.com/yyv11/202403/05/pwijSUUr5z3/video/index.m3u8
魔鬼双瞳,https://v8.qdhdcate.com/yyv8/202403/01/a4eYLGZk0q1/video/index.m3u8
唱歌的六个女人,https://v12.qdhdcate.com/yyv12/202403/05/MUFmKdr0SB4/video/index.m3u8
诱惑交易,https://v11.qdhdcate.com/yyv11/202403/04/C8HGuPgTUA3/video/index.m3u8
死人之城,https://v11.qdhdcate.com/yyv11/202403/03/G4U4gGxua33/video/index.m3u8
魔偶奇谭11：崛起,https://v8.qdhdcate.com/yyv8/202403/01/sgbxJd8jAk1/video/index.m3u8
灵异骇客,https://v11.qdhdcate.com/yyv11/202403/07/Kz4EiMvirx3/video/index.m3u8
恶魔娃娃,https://v11.qdhdcate.com/yyv11/202403/06/5x4bQMpEXM3/video/index.m3u8
恶魔的艺术3：鬼影随行,https://v11.qdhdcate.com/yyv11/202403/06/9wiLAx3nb83/video/index.m3u8
非请勿进,https://v11.qdhdcate.com/yyv11/202403/04/R8uJCg8dUa3/video/index.m3u8
七月返归,https://v12.qdhdcate.com/yyv12/202403/01/1KPsJUNHyu4/video/index.m3u8
蜜月屠刀,https://v11.qdhdcate.com/yyv11/202402/29/F7Jaxg59mu3/video/index.m3u8
地狱女子,https://v11.qdhdcate.com/yyv11/202402/26/UwCg85ttnQ3/video/index.m3u8
狂蟒之灾2024,https://v12.qdhdcate.com/yyv12/202403/01/F9CeaNddZG4/video/index.m3u8
太空孤航,https://v12.qdhdcate.com/yyv12/202403/01/YDFVdLttFD4/video/index.m3u8
尸地余生,https://v8.qdhdcate.com/yyv8/202402/17/nK2VgRx1e21/video/index.m3u8
寄人皮下,https://v12.qdhdcate.com/yyv12/202402/21/u4adXxJKH34/video/index.m3u8
怪谈晚餐,https://v12.qdhdcate.com/yyv12/202402/25/iePPqxHCFR4/video/index.m3u8
小岛2019,https://v11.qdhdcate.com/yyv11/202402/21/4ChrwuaGKX3/video/index.m3u8
玩命逃杀,https://v11.qdhdcate.com/yyv11/202402/20/S25PdmvYgp3/video/index.m3u8
女鬼桥2：怨鬼楼,https://v11.qdhdcate.com/yyv11/202402/16/bpJg53PCTp3/video/index.m3u8
邪眼2022,https://v12.qdhdcate.com/yyv12/202402/20/zYLP1PWsiB4/video/index.m3u8
被遗忘的海角,https://v11.qdhdcate.com/yyv11/202402/21/rqtcgcubxA3/video/index.m3u8
神童,https://v11.qdhdcate.com/yyv11/202402/15/Fbu7Lte3mW3/video/index.m3u8
蒙娜丽莎与血月亮,https://v12.qdhdcate.com/yyv12/202402/21/UXAPjm8rD44/video/index.m3u8
阴目侦信,https://v11.qdhdcate.com/yyv11/202402/17/n4m45yzTcs3/video/index.m3u8
荒漠恶种,https://v11.qdhdcate.com/yyv11/202402/10/YE3MhZyBkE3/video/index.m3u8
1303大厦,https://v8.qdhdcate.com/yyv8/202401/25/9gH0qLJxa91/video/index.m3u8
幻影凶间,https://v8.qdhdcate.com/yyv8/202401/25/pQKnBKBGgz1/video/index.m3u8
新万圣节2,https://v8.qdhdcate.com/yyv8/202401/25/xMiQE8bmE41/video/index.m3u8
三十极夜2：黑暗的日子,https://v8.qdhdcate.com/yyv8/202401/25/2z2FNXqNeT1/video/index.m3u8
化劫,https://v8.qdhdcate.com/yyv8/202402/07/mpQZBhs8AH1/video/index.m3u8
黑色星期五,https://v8.qdhdcate.com/yyv8/202401/25/ewcVVc59RW1/video/index.m3u8
三十极夜,https://v8.qdhdcate.com/yyv8/202401/25/GFaVMfNUCR1/video/index.m3u8
三十一,https://v8.qdhdcate.com/yyv8/202401/25/LW9x1mC2Ev1/video/index.m3u8
万圣节传说,https://v8.qdhdcate.com/yyv8/202401/25/dChLbHat051/video/index.m3u8
丧尸围城：瞭望塔,https://v8.qdhdcate.com/yyv8/202401/25/c9jSPtCaQ51/video/index.m3u8
剧场灵,https://v8.qdhdcate.com/yyv8/202401/25/7wThgrm4c61/video/index.m3u8
幽长周末,https://v8.qdhdcate.com/yyv8/202401/25/caqbL2Znp71/video/index.m3u8
午夜微博,https://v8.qdhdcate.com/yyv8/202401/25/hahng31ph81/video/index.m3u8
停滞,https://v8.qdhdcate.com/yyv8/202401/25/tKHF1QD3NY1/video/index.m3u8
不信地狱,https://v8.qdhdcate.com/yyv8/202401/25/JFvmuWaNSW1/video/index.m3u8
利斧巨人:保罗班扬的愤怒,https://v8.qdhdcate.com/yyv8/202401/25/yQSvPzCyBK1/video/index.m3u8
僵尸大屠杀,https://v8.qdhdcate.com/yyv8/202401/25/GeuUTmtNYU1/video/index.m3u8
午夜凶铃2：贞子缠身,https://v8.qdhdcate.com/yyv8/202401/25/gDaMnehBmk1/video/index.m3u8
半夜叫你别回头,https://v8.qdhdcate.com/yyv8/202401/25/Cfm7vX4zKX1/video/index.m3u8
午夜凶铃(美版),https://v8.qdhdcate.com/yyv8/202401/25/0u1MVu5yBd1/video/index.m3u8
古镇凶灵之巫咒缠身,https://v8.qdhdcate.com/yyv8/202401/25/01zniS2h3s1/video/index.m3u8
反社会分子,https://v8.qdhdcate.com/yyv8/202401/25/0W2KtVjLnh1/video/index.m3u8
第三类终结者,https://v8.qdhdcate.com/yyv8/202401/25/V4jEf99ri91/video/index.m3u8
吾辈本如斯,https://v8.qdhdcate.com/yyv8/202401/25/SuYMDERHpE1/video/index.m3u8
纹身师,https://v8.qdhdcate.com/yyv8/202401/25/Mnt0L6154J1/video/index.m3u8
咒怨：白老妇,https://v8.qdhdcate.com/yyv8/202401/25/ekgQGmpX5h1/video/index.m3u8
吸血鬼女王,https://v8.qdhdcate.com/yyv8/202401/25/HEEH191LZa1/video/index.m3u8
杀手假日,https://v8.qdhdcate.com/yyv8/202401/25/JpPNSZA7LF1/video/index.m3u8
吓死鬼,https://v8.qdhdcate.com/yyv8/202401/25/mMbGasR36w1/video/index.m3u8
地狱之门：耶路撒冷,https://v8.qdhdcate.com/yyv8/202401/25/RxGmDgQ9vx1/video/index.m3u8
咒怨：完结篇,https://v8.qdhdcate.com/yyv8/202401/25/EvqRZUtMd61/video/index.m3u8
我最好的朋友会驱魔,https://v11.qdhdcate.com/yyv11/202402/06/XQh5LSDDb53/video/index.m3u8
墓地邂逅2,https://v8.qdhdcate.com/yyv8/202401/25/tP8aqKy1771/video/index.m3u8
失真的画,https://v8.qdhdcate.com/yyv8/202401/25/Q7BA8fAS3V1/video/index.m3u8
复仇之角,https://v8.qdhdcate.com/yyv8/202401/25/TbHQsgkq0s1/video/index.m3u8
地狱魔婴,https://v8.qdhdcate.com/yyv8/202401/25/gDZqCPDKMP1/video/index.m3u8
丧妖集聚,https://v8.qdhdcate.com/yyv8/202401/25/0Y0GGAbuT61/video/index.m3u8
城市探险者,https://v8.qdhdcate.com/yyv8/202401/25/ReEmYa5MkR1/video/index.m3u8
咒怨：终结的开始,https://v8.qdhdcate.com/yyv8/202401/25/DU4yHmbhZ31/video/index.m3u8
女孩们的周末,https://v8.qdhdcate.com/yyv8/202401/25/PAMyUHAf3N1/video/index.m3u8
奴隶区：我和我的23个奴隶,https://v8.qdhdcate.com/yyv8/202401/25/gBF2hPZ7LT1/video/index.m3u8
李碧华鬼魅系列：奇幻夜,https://v8.qdhdcate.com/yyv8/202401/25/Fvas6CThju1/video/index.m3u8
尸忆,https://v8.qdhdcate.com/yyv8/202401/25/v8U6AtvWef1/video/index.m3u8
尸油3D,https://v8.qdhdcate.com/yyv8/202401/25/FRKjn4xY2r1/video/index.m3u8
尸气逼人,https://v8.qdhdcate.com/yyv8/202401/25/CAWUTvx6ge1/video/index.m3u8
沉默之夜,https://v8.qdhdcate.com/yyv8/202401/25/AY5bcYtYF71/video/index.m3u8
床下魔怪,https://v8.qdhdcate.com/yyv8/202401/25/t2YRGbtc4r1/video/index.m3u8
尸骨无存3：零号病人,https://v8.qdhdcate.com/yyv8/202401/25/6ym3s7jNKH1/video/index.m3u8
异教徒,https://v8.qdhdcate.com/yyv8/202401/25/VqapNGHMCq1/video/index.m3u8
恐怖之家,https://v8.qdhdcate.com/yyv8/202401/25/p9QE0i0zV31/video/index.m3u8
心中的恶魔,https://v8.qdhdcate.com/yyv8/202401/25/QMCWw3LgPc1/video/index.m3u8
我唾弃你的坟墓：复仇在我,https://v8.qdhdcate.com/yyv8/202401/25/EAtxc0rkdZ1/video/index.m3u8
谷仓惊魂,https://v8.qdhdcate.com/yyv8/202402/04/YdVQpLhQzr1/video/index.m3u8
恶魔的耳语,https://v8.qdhdcate.com/yyv8/202401/25/J0MPFX2Ckb1/video/index.m3u8
少女怪谈,https://v8.qdhdcate.com/yyv8/202401/25/yd4zb3W2pM1/video/index.m3u8
恐怖异俗秀,https://v8.qdhdcate.com/yyv8/202401/25/zgTLAd1Bth1/video/index.m3u8
恐怖休息站2：别回头,https://v8.qdhdcate.com/yyv8/202401/25/vzjeCdp6SZ1/video/index.m3u8
在魔鬼门前,https://v8.qdhdcate.com/yyv8/202401/25/jsX5M4v2CG1/video/index.m3u8
提线木偶,https://v8.qdhdcate.com/yyv8/202401/25/hWWNFQyb6y1/video/index.m3u8
无间罪：僵尸重生,https://v8.qdhdcate.com/yyv8/202401/25/arpg8dDvc31/video/index.m3u8
暗魔怨,https://v8.qdhdcate.com/yyv8/202401/25/vJw1Rt6CYe1/video/index.m3u8
拍得不错,https://v8.qdhdcate.com/yyv8/202401/25/15aWws9cu71/video/index.m3u8
春之祭,https://v8.qdhdcate.com/yyv8/202401/25/QHt5Nzerg81/video/index.m3u8
敲敲门,https://v8.qdhdcate.com/yyv8/202401/25/xYecmu4Wbk1/video/index.m3u8
我的吸血鬼老板,https://v8.qdhdcate.com/yyv8/202401/25/S8ixeR1F5x1/video/index.m3u8
茱莉娅的眼睛,https://v8.qdhdcate.com/yyv8/202401/25/md447HpPRk1/video/index.m3u8
暗夜鬼抓床,https://v8.qdhdcate.com/yyv8/202401/25/P6Cubn1NfF1/video/index.m3u8
杰莎贝尔,https://v8.qdhdcate.com/yyv8/202401/25/aVLEwpNMQr1/video/index.m3u8
林肯大战僵尸,https://v8.qdhdcate.com/yyv8/202401/25/NybJuWWCwY1/video/index.m3u8
盖棺了结,https://v8.qdhdcate.com/yyv8/202401/25/KNP5Uw5QPA1/video/index.m3u8
恐怖极限游戏,https://v8.qdhdcate.com/yyv8/202401/25/tgxgWyy3kw1/video/index.m3u8
午夜怪谈,https://v3.qdhdcate.com/yyv3/202402/01/KdrP5uY9Az2/video/index.m3u8
夜班,https://v8.qdhdcate.com/yyv8/202402/01/1wJ8xxgapk1/video/index.m3u8
死寂亡灵,https://v8.qdhdcate.com/yyv8/202401/25/cjca0rGLRD1/video/index.m3u8
梦魇猎手,https://v8.qdhdcate.com/yyv8/202401/25/ir1yJKQBp21/video/index.m3u8
校园鬼降疯,https://v8.qdhdcate.com/yyv8/202401/25/FuTB7zEPQB1/video/index.m3u8
死魂灵,https://v8.qdhdcate.com/yyv8/202401/25/60SyinDc2B1/video/index.m3u8
查利查利,https://v8.qdhdcate.com/yyv8/202401/25/AK7GAvVi8N1/video/index.m3u8
死亡阴影,https://v8.qdhdcate.com/yyv8/202401/25/dRtDG4C82z1/video/index.m3u8
魔鬼之血,https://v3.qdhdcate.com/yyv3/202401/31/JMJWmVuWK22/video/index.m3u8
死神爱女人,https://v8.qdhdcate.com/yyv8/202401/25/CDGdhUWiUt1/video/index.m3u8
沐浴盐僵尸,https://v8.qdhdcate.com/yyv8/202401/25/7sDEtrTdfJ1/video/index.m3u8
水底惊魂,https://v8.qdhdcate.com/yyv8/202401/25/hCVBGB39xt1/video/index.m3u8
游轮梦魇,https://v8.qdhdcate.com/yyv8/202401/25/YJgut3WsNv1/video/index.m3u8
残秽，不可以住的房间,https://v8.qdhdcate.com/yyv8/202401/25/3XZq4LMQsk1/video/index.m3u8
灵动：鬼影实录3,https://v8.qdhdcate.com/yyv8/202401/25/hZ8Ru1njPB1/video/index.m3u8
灵动：鬼影实录,https://v8.qdhdcate.com/yyv8/202401/25/4UJwA0dyAN1/video/index.m3u8
杀戮游戏,https://v8.qdhdcate.com/yyv8/202401/25/s1zXmLfQwx1/video/index.m3u8
灯红酒绿杀人夜,https://v8.qdhdcate.com/yyv8/202401/25/xV0EJmSFQi1/video/index.m3u8
