喜剧片,#genre#
吉米·卡尔：暗黑笑料,https://v11.qdhdcate.com/yyv11/202407/26/JXPKT3sf9X3/video/index.m3u8
嘻哈胡桃夹子,https://v11.qdhdcate.com/yyv11/202407/30/CTiZJ2TbPE3/video/index.m3u8
奈杰尔与奥斯卡的大脚怪之旅,https://v9.qdhdcate.com/yyv9/202407/30/Etd2v2VJVT18/video/index.m3u8
故事,https://v12.qdhdcate.com/yyv12/202407/31/3bM24w3Fur8/video/index.m3u8
大煞星与小妹头粤语,https://v5.qdhdcate.com/yyv5/202407/31/Eyr5r5xePQ7/video/index.m3u8
国家德比,https://v8.qdhdcate.com/yyv8/202407/30/YUsN1igVXz14/video/index.m3u8
婚庆协会,https://v9.qdhdcate.com/yyv9/202407/31/Z6RJPeBfz518/video/index.m3u8
异星饿魔,https://v9.qdhdcate.com/yyv9/202408/03/Mm23S8m07a18/video/index.m3u8
小鬼当街国语,https://v11.qdhdcate.com/yyv11/202408/02/xg5Jrm3kkM3/video/index.m3u8
德翁·科尔：永远是你的儿子,https://v9.qdhdcate.com/yyv9/202407/30/XYAxaRzfvB18/video/index.m3u8
避孕计划,https://v9.qdhdcate.com/yyv9/202407/30/kMcKSM85qk18/video/index.m3u8
玉女神偷,https://v9.qdhdcate.com/yyv9/202408/02/Gh89qZMVZn18/video/index.m3u8
工厂三小姐粤语,https://v10.qdhdcate.com/yyv10/202408/03/DgaqZ7ffwf15/video/index.m3u8
世界属于你,https://v12.qdhdcate.com/yyv12/202407/20/T5VMLLvz2S8/video/index.m3u8
婚礼约定2：宝贝约定,https://v11.qdhdcate.com/yyv11/202407/15/Rb57Mmad5Z3/video/index.m3u8
钱不够用,https://v5.qdhdcate.com/yyv5/202407/31/47ALKgJNXr7/video/index.m3u8
香水2020,https://v10.qdhdcate.com/yyv10/202407/16/k3wfEK3siH15/video/index.m3u8
王牌保镖国语,https://v11.qdhdcate.com/yyv11/202407/17/ZVZgHshNaP3/video/index.m3u8
憨姑爷粤语,https://v5.qdhdcate.com/yyv5/202408/03/dbGThEvA627/video/index.m3u8
约翰娜·诺德斯特勒姆：叫警察,https://v10.qdhdcate.com/yyv10/202407/30/1CKxX1S7Kz15/video/index.m3u8
起程之日,https://v11.qdhdcate.com/yyv11/202407/31/vbi2wMqi2z3/video/index.m3u8
青涩体验,https://v5.qdhdcate.com/yyv5/202407/20/EqFF9Mqcdj7/video/index.m3u8
史前巨鳄国语,https://v5.qdhdcate.com/yyv5/202407/31/tYXyhta9557/video/index.m3u8
青春快车日记,https://v5.qdhdcate.com/yyv5/202407/26/Rvyeq7tXtG7/video/index.m3u8
只有为你,https://v10.qdhdcate.com/yyv10/202407/21/aLcPQPM6at15/video/index.m3u8
金龟车大闹蒙特卡罗,https://v5.qdhdcate.com/yyv5/202407/26/DRSP3apP4Y7/video/index.m3u8
天庭外传,https://v12.qdhdcate.com/yyv12/202407/31/W9mqDQ3kx18/video/index.m3u8
推理要在晚餐后SP：风祭警部的事件簿,https://v12.qdhdcate.com/yyv12/202407/31/HWMJSCrzSm8/video/index.m3u8
脂粉双雄,https://v5.qdhdcate.com/yyv5/202407/20/YcxNA0si1Y7/video/index.m3u8
隔离过除夕,https://v11.qdhdcate.com/yyv11/202407/31/wyKHu918Cj3/video/index.m3u8
小鬼当家国语,https://v10.qdhdcate.com/yyv10/202408/01/G05ysddeQZ15/video/index.m3u8
雷杰普的精彩人生7,https://v12.qdhdcate.com/yyv12/202407/31/dMJsEV6Myp8/video/index.m3u8
小鬼当家4国语,https://v8.qdhdcate.com/yyv8/202408/01/RV1BBxX8W714/video/index.m3u8
小鬼当家2国语,https://v8.qdhdcate.com/yyv8/202408/01/RzUMKhzy8114/video/index.m3u8
怪医杜立德5：百万傻蛋国语,https://v11.qdhdcate.com/yyv11/202408/01/jV8EsXDQ1h3/video/index.m3u8
神秘友友,https://v5.qdhdcate.com/yyv5/202405/18/54DQP9Tnhr7/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202408/02/Z4fNHxti6g14/video/index.m3u8
小鬼当家3国语,https://v11.qdhdcate.com/yyv11/202408/01/2ZgJQxUz9n3/video/index.m3u8
怪医杜立德国语,https://v10.qdhdcate.com/yyv10/202408/01/0Q2x9jPU7C15/video/index.m3u8
怪医杜立德2国语,https://v8.qdhdcate.com/yyv8/202408/01/stujtTXr5p14/video/index.m3u8
怪医杜立德3国语,https://v9.qdhdcate.com/yyv9/202408/01/qV1eJmTN9x18/video/index.m3u8
还钱,https://v9.qdhdcate.com/yyv9/202408/01/UiviX34X6g18/video/index.m3u8
怪医杜立德4：宠物司令官国语,https://v10.qdhdcate.com/yyv10/202408/01/gtECpecWqM15/video/index.m3u8
剧场版 假面骑士电王 大爷，诞生,https://v9.qdhdcate.com/yyv9/202407/25/Fk4zV5SJ9s18/video/index.m3u8
王牌制片家,https://v5.qdhdcate.com/yyv5/202407/26/VbWqd6BRML7/video/index.m3u8
窈窕淑男,https://v12.qdhdcate.com/yyv12/202407/27/Ve2WRx16XY8/video/index.m3u8
巴黎淘气帮国语,https://v9.qdhdcate.com/yyv9/202407/25/TqpPqU1LHc18/video/index.m3u8
阿奶是僵尸,https://v12.qdhdcate.com/yyv12/202407/26/iRNzufJbbg8/video/index.m3u8
鸟笼,https://v5.qdhdcate.com/yyv5/202407/26/QQWbdV8EJu7/video/index.m3u8
爱疯,https://v11.qdhdcate.com/yyv11/202407/30/5XWWeGSnNi3/video/index.m3u8
出门在外,https://v11.qdhdcate.com/yyv11/202407/31/E9PhFYLAUG3/video/index.m3u8
圣诞女孩,https://v9.qdhdcate.com/yyv9/202407/25/AsZkSUSZKq18/video/index.m3u8
这家疯人院有鬼,https://v8.qdhdcate.com/yyv8/202407/28/rkEgQQWpeu14/video/index.m3u8
金龟车大闹南美洲,https://v9.qdhdcate.com/yyv9/202407/26/r5FKiSnK1C18/video/index.m3u8
放纵狂欢2,https://v10.qdhdcate.com/yyv10/202407/30/fs6BrPamH015/video/index.m3u8
怪物小王子 新作SP,https://v5.qdhdcate.com/yyv5/202407/29/PztY9PWPGs7/video/index.m3u8
我相信圣诞老人,https://v8.qdhdcate.com/yyv8/202407/30/PFgwhxwAV714/video/index.m3u8
泰格·诺塔洛：很高兴来这里,https://v11.qdhdcate.com/yyv11/202407/30/NuCk4Ex8Bg3/video/index.m3u8
特雷弗·诺亚：派翠莎是我老妈,https://v12.qdhdcate.com/yyv12/202407/30/hPT0XyRJL38/video/index.m3u8
金龟车大闹旧金山,https://v11.qdhdcate.com/yyv11/202407/26/dN3jQNRLG33/video/index.m3u8
钱不够用3：全部够用,https://v5.qdhdcate.com/yyv5/202407/30/qa3EXvhQnf7/video/index.m3u8
大帝之剑,https://v12.qdhdcate.com/yyv12/202407/31/JFjKrjQ1LT8/video/index.m3u8
愿赌服输,https://v8.qdhdcate.com/yyv8/202407/21/Z4D41EMksu14/video/index.m3u8
伤心先生,https://v5.qdhdcate.com/yyv5/202407/23/gvavcrhKvG7/video/index.m3u8
僵尸训练营,https://v9.qdhdcate.com/yyv9/202407/26/G8LjCBpj0z18/video/index.m3u8
伯特·克赖舍：今夜来狂欢,https://v5.qdhdcate.com/yyv5/202407/24/tQ7Mkvq60z7/video/index.m3u8
公园男孩：脏话网,https://v8.qdhdcate.com/yyv8/202407/23/3FuDDtQEZW14/video/index.m3u8
上班一条虫,https://v1.qdhdcate.com/yyv1/202308/19/8EJ0GTNR9r2/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202407/26/ADpTiK4LGn14/video/index.m3u8
县厅招待课,https://v11.qdhdcate.com/yyv11/202407/26/kYiQm9vqLx3/video/index.m3u8
我的徒步之旅,https://v5.qdhdcate.com/yyv5/202407/26/yGWBmxn16d7/video/index.m3u8
莫·阿米尔：穆罕默德在德州,https://v12.qdhdcate.com/yyv12/202407/26/7wRPgVFm0Z8/video/index.m3u8
?????? ??? ??? ????,https://v10.qdhdcate.com/yyv10/202407/24/5yDvB3mH0J15/video/index.m3u8
惠伦森·努涅斯：成人,https://v5.qdhdcate.com/yyv5/202407/30/ZPN8JC7Qyx7/video/index.m3u8
热血青春国语,https://v9.qdhdcate.com/yyv9/202407/23/PhKTacADPp18/video/index.m3u8
恐高症国语,https://v10.qdhdcate.com/yyv10/202407/20/cDFJYs76zL15/video/index.m3u8
致敬大师：单口喜剧传奇,https://v10.qdhdcate.com/yyv10/202407/26/Nx1x57zGBt15/video/index.m3u8
片场,https://v9.qdhdcate.com/yyv9/202407/23/8BbP0kcxNE18/video/index.m3u8
16-Love,https://v12.qdhdcate.com/yyv12/202407/21/pYyktVwMvZ8/video/index.m3u8
球场裸奔培训班,https://v8.qdhdcate.com/yyv8/202407/20/by9CFNpzk614/video/index.m3u8
热血青春2014,https://v12.qdhdcate.com/yyv12/202407/23/PBGdt6JrBS8/video/index.m3u8
恋爱恐惧,https://v12.qdhdcate.com/yyv12/202407/20/HbUxUFguYa8/video/index.m3u8
碰撞试验,https://v5.qdhdcate.com/yyv5/202407/23/PxnUtuVbHU7/video/index.m3u8
洛卡改变世界国语,https://v10.qdhdcate.com/yyv10/202407/24/k3Uzwzv2uf15/video/index.m3u8
本杰明,https://v10.qdhdcate.com/yyv10/202407/24/kbM2qB2Lyy15/video/index.m3u8
我本坚强：吉米大战牧师,https://v10.qdhdcate.com/yyv10/202407/25/4DgL6xzwe115/video/index.m3u8
恋爱关系,https://v5.qdhdcate.com/yyv5/202407/24/xncLPArYAP7/video/index.m3u8
格列佛游记国语,https://v12.qdhdcate.com/yyv12/202407/25/pQb1KCmw4p8/video/index.m3u8
查理和巧克力工厂国语,https://v8.qdhdcate.com/yyv8/202407/23/nW0nw4X1Yw14/video/index.m3u8
牙仙国语,https://v8.qdhdcate.com/yyv8/202407/25/BFn8AFrzu514/video/index.m3u8
爱上库珀一家,https://v9.qdhdcate.com/yyv9/202407/24/NbVVvPhLni18/video/index.m3u8
乱世豪情,https://v6.qdhdcate.com/yyv6/202406/18/raR9GNFVjY12/video/index.m3u8#第01集$https://v11.qdhdcate.com/yyv11/202407/20/2msC8kJxzs3/video/index.m3u8#第02集$https://v11.qdhdcate.com/yyv11/202407/20/UvHh798KgB3/video/index.m3u8#第03集$https://v11.qdhdcate.com/yyv11/202407/20/jkswuj8uaN3/video/index.m3u8#第04集$https://v8.qdhdcate.com/yyv8/202407/20/dZNFz2tCC114/video/index.m3u8#第05集$https://v11.qdhdcate.com/yyv11/202407/20/dRuXtp3mzS3/video/index.m3u8#第06集$https://v8.qdhdcate.com/yyv8/202407/20/zzscneL2Zh14/video/index.m3u8#第07集$https://v11.qdhdcate.com/yyv11/202407/20/eqPvtdREyd3/video/index.m3u8#第08集$https://v5.qdhdcate.com/yyv5/202407/20/uEBWeCFPpD7/video/index.m3u8#第09集$https://v12.qdhdcate.com/yyv12/202407/20/KDeKxH4DEW8/video/index.m3u8#第10集$https://v10.qdhdcate.com/yyv10/202407/20/HpbTLZ6ema15/video/index.m3u8#第11集$https://v9.qdhdcate.com/yyv9/202407/20/USmwANJLSF18/video/index.m3u8#第12集$https://v11.qdhdcate.com/yyv11/202407/20/KrjPb35ZC73/video/index.m3u8#第13集$https://v8.qdhdcate.com/yyv8/202407/20/g7WSYd0vAd14/video/index.m3u8#第14集$https://v8.qdhdcate.com/yyv8/202407/20/DQi1Y1rit814/video/index.m3u8#第15集$https://v9.qdhdcate.com/yyv9/202407/20/2FbUC4LSkU18/video/index.m3u8#第16集$https://v12.qdhdcate.com/yyv12/202407/20/ZisfyasnTK8/video/index.m3u8#第17集$https://v9.qdhdcate.com/yyv9/202407/20/TRRzkRm2qf18/video/index.m3u8#第18集$https://v11.qdhdcate.com/yyv11/202407/20/9D3AuacF3z3/video/index.m3u8#第19集$https://v10.qdhdcate.com/yyv10/202407/20/Wb7cdjnWZc15/video/index.m3u8#第20集$https://v12.qdhdcate.com/yyv12/202407/20/CFhJjiBp3d8/video/index.m3u8#第21集$https://v11.qdhdcate.com/yyv11/202407/20/jGf1Z15PMj3/video/index.m3u8#第22集$https://v9.qdhdcate.com/yyv9/202407/20/NJSzs4A3Dt18/video/index.m3u8#第23集$https://v9.qdhdcate.com/yyv9/202407/20/YrfeVZX56618/video/index.m3u8#第24集$https://v10.qdhdcate.com/yyv10/202407/20/DA4HjVa9LB15/video/index.m3u8#第25集$https://v10.qdhdcate.com/yyv10/202407/20/kYEJiPaUC715/video/index.m3u8#第26集$https://v12.qdhdcate.com/yyv12/202407/20/uCBh46G6rJ8/video/index.m3u8#第27集$https://v11.qdhdcate.com/yyv11/202407/20/pZFC7JzziA3/video/index.m3u8#第28集$https://v11.qdhdcate.com/yyv11/202407/20/W6bD5ayfjE3/video/index.m3u8#第29集$https://v12.qdhdcate.com/yyv12/202407/20/VnBB3dPwdp8/video/index.m3u8#第30集$https://v12.qdhdcate.com/yyv12/202407/20/zVD8FNUmAs8/video/index.m3u8#第31集$https://v12.qdhdcate.com/yyv12/202407/20/pFFaF33ia38/video/index.m3u8#第32集$https://v5.qdhdcate.com/yyv5/202407/20/6ADUG8sc4y7/video/index.m3u8
埃兹拉,https://v12.qdhdcate.com/yyv12/202407/28/RxxsYeb3yv8/video/index.m3u8
最后的美洲豹,https://v10.qdhdcate.com/yyv10/202407/27/LxPn4VUCCH15/video/index.m3u8
功夫小蝇国语,https://v10.qdhdcate.com/yyv10/202407/18/FxbUAD8mcB15/video/index.m3u8
下雪的日子,https://v11.qdhdcate.com/yyv11/202407/18/x1e15TRfDY3/video/index.m3u8
红衣新娘,https://v11.qdhdcate.com/yyv11/202407/20/k60QrBecqR3/video/index.m3u8
尖峰时刻国语,https://v5.qdhdcate.com/yyv5/202407/21/3BzSSgDvUZ7/video/index.m3u8
警察故事3：超级警察国语,https://v12.qdhdcate.com/yyv12/202407/21/xULbvhiLfX8/video/index.m3u8
双子星大冒险国语,https://v9.qdhdcate.com/yyv9/202407/18/P8tyP4CSnA18/video/index.m3u8
邻家特工国语,https://v11.qdhdcate.com/yyv11/202407/21/MDRwzV2S5M3/video/index.m3u8
85South：街头传奇,https://v12.qdhdcate.com/yyv12/202407/24/Rv9Naii8K08/video/index.m3u8
尖峰时刻2国语,https://v11.qdhdcate.com/yyv11/202407/21/xYbBbn5Qd63/video/index.m3u8
鬼马神仙车,https://v9.qdhdcate.com/yyv9/202407/24/YGRUzgFruE18/video/index.m3u8
鬼马神仙车国语,https://v8.qdhdcate.com/yyv8/202407/24/iXcjcX8Cz514/video/index.m3u8
恐高症,https://v10.qdhdcate.com/yyv10/202407/20/Lh9YhniB6Q15/video/index.m3u8
杰夫·邓纳姆：我旁边那位,https://v10.qdhdcate.com/yyv10/202407/20/3ecpQRW8ZC15/video/index.m3u8
上海正午,https://v1.qdhdcate.com/yyv1/202308/19/ipwEgKxTjn2/video/index.m3u8#HD$https://v12.qdhdcate.com/yyv12/202407/21/f9zkCtrDkA8/video/index.m3u8
绞死刑,https://v9.qdhdcate.com/yyv9/202407/20/a4Sf3xuWXL18/video/index.m3u8
废柴特工国语,https://v11.qdhdcate.com/yyv11/202407/21/ZeSxtfudVe3/video/index.m3u8
爱之墓,https://v9.qdhdcate.com/yyv9/202407/20/FSvaJWEULL18/video/index.m3u8
尖峰时刻3国语,https://v12.qdhdcate.com/yyv12/202407/21/apL2kMttFE8/video/index.m3u8
鬼马神仙车粤语,https://v11.qdhdcate.com/yyv11/202407/24/CdgSYsPrEh3/video/index.m3u8
社畜向前冲,https://v9.qdhdcate.com/yyv9/202407/20/FkRY1L012k18/video/index.m3u8
超级漫展,https://v9.qdhdcate.com/yyv9/202407/22/gFLfFkLqAc18/video/index.m3u8
好景在望,https://v10.qdhdcate.com/yyv10/202407/03/4G2y4aa6DA15/video/index.m3u8
夏瓦·尼·格尔达里·拉尔,https://v8.qdhdcate.com/yyv8/202407/05/ZNyu4Vap7s14/video/index.m3u8
野性难驯,https://v11.qdhdcate.com/yyv11/202407/23/92Rx82UWkP3/video/index.m3u8
来福大酒店,https://v8.qdhdcate.com/yyv8/202407/26/1jXrHMm86a14/video/index.m3u8
完美陌生人(西班牙版),https://v9.qdhdcate.com/yyv9/202407/11/Sr0Cs36ann18/video/index.m3u8
我叫为何,https://v8.qdhdcate.com/yyv8/202407/11/q2kBrWhNPk14/video/index.m3u8
里氏6.9级,https://v5.qdhdcate.com/yyv5/202407/12/4xkf8J9hGf7/video/index.m3u8
雷德·奥莱罗：万岁是谎言,https://v9.qdhdcate.com/yyv9/202407/14/sR52EQQw2W18/video/index.m3u8
茶舞,https://v5.qdhdcate.com/yyv5/202407/17/mCW5VTmtx77/video/index.m3u8
脱单舞会,https://v8.qdhdcate.com/yyv8/202407/18/uqheYChjZz14/video/index.m3u8
游戏之夜,https://v8.qdhdcate.com/yyv8/202407/18/n1i3bcciFQ14/video/index.m3u8
西力传,https://v10.qdhdcate.com/yyv10/202407/18/9GKLFRAxUz15/video/index.m3u8
卡洛娜走丢了,https://v10.qdhdcate.com/yyv10/202407/04/iL98F32p3U15/video/index.m3u8
佐罗国语,https://v12.qdhdcate.com/yyv12/202407/19/BLve49fi228/video/index.m3u8
CelebFive:会议中,https://v10.qdhdcate.com/yyv10/202407/14/n5r35pj6h315/video/index.m3u8
泰瑞,https://v11.qdhdcate.com/yyv11/202407/21/0WULTRzi963/video/index.m3u8
糖耳朵,https://v9.qdhdcate.com/yyv9/202407/17/ji3TEzDT9T18/video/index.m3u8
我的间谍2：永恒之城,https://v5.qdhdcate.com/yyv5/202407/18/XUkMZrQLsR7/video/index.m3u8
大保镖,https://v10.qdhdcate.com/yyv10/202407/19/m1v9Hq2fRc15/video/index.m3u8
小麻雀,https://v12.qdhdcate.com/yyv12/202407/20/CxhqUDA8508/video/index.m3u8
女男变错身,https://v9.qdhdcate.com/yyv9/202407/20/eMueAe5bLc18/video/index.m3u8
特务迷城粤语,https://v5.qdhdcate.com/yyv5/202407/21/Tx6Ff0j33k7/video/index.m3u8
双龙会粤语,https://v5.qdhdcate.com/yyv5/202407/21/bbJvugJejh7/video/index.m3u8
奇谋妙计五福星粤语,https://v5.qdhdcate.com/yyv5/202407/21/qUX63rqeAv7/video/index.m3u8
做贼抓贼,https://v12.qdhdcate.com/yyv12/202407/21/YRhkEPGChJ8/video/index.m3u8
谁与争疯,https://v5.qdhdcate.com/yyv5/202407/19/qtrVaUCQEx7/video/index.m3u8
蛇形刁手粤语,https://v9.qdhdcate.com/yyv9/202407/21/PpgXkXt6Rk18/video/index.m3u8
怪宴,https://v11.qdhdcate.com/yyv11/202407/20/aXUwZ0rUmp3/video/index.m3u8
末路老奶,https://v10.qdhdcate.com/yyv10/202407/22/3Z1RG61ibp15/video/index.m3u8
快餐车粤语,https://v11.qdhdcate.com/yyv11/202407/21/t4hxc20xjx3/video/index.m3u8
极品基老伴：2013圣诞特辑,https://v12.qdhdcate.com/yyv12/202406/30/W1Nj225zJ88/video/index.m3u8
大话情圣,https://v9.qdhdcate.com/yyv9/202406/30/BfPHwZRu7N18/video/index.m3u8
虽说是未成年，但可不是小孩哟,https://v11.qdhdcate.com/yyv11/202407/07/De0RYQgC5R3/video/index.m3u8
拉凡德山的暴徒,https://v11.qdhdcate.com/yyv11/202407/11/YBuF1BkSgQ3/video/index.m3u8
出入爱情,https://v9.qdhdcate.com/yyv9/202407/12/2T26XLUyJk18/video/index.m3u8
营地藏身,https://v5.qdhdcate.com/yyv5/202407/07/DhDZxSgeQ87/video/index.m3u8
秘密的小奈,https://v5.qdhdcate.com/yyv5/202407/07/xzNv7c5ZFT7/video/index.m3u8
他是她,她是他,https://v11.qdhdcate.com/yyv11/202407/12/Y37sHkPJte3/video/index.m3u8
哭泣宝贝,https://v11.qdhdcate.com/yyv11/202407/12/vQ8sPgBVWU3/video/index.m3u8
天使在人间,https://v5.qdhdcate.com/yyv5/202407/14/E8dnw3X1SW7/video/index.m3u8
憨豆特工国语,https://v5.qdhdcate.com/yyv5/202407/17/umxbLPJN4R7/video/index.m3u8
替身2020,https://v8.qdhdcate.com/yyv8/202407/17/RHc5U80wxX14/video/index.m3u8
尼尔·布伦南：无与伦比,https://v10.qdhdcate.com/yyv10/202407/16/Zu7jT04r4h15/video/index.m3u8
宜家,https://v5.qdhdcate.com/yyv5/202407/17/rhcxztsEc57/video/index.m3u8
SebastianManiscalco:WhyWouldYouDoThat?,https://v12.qdhdcate.com/yyv12/202407/20/jzcVLfr3C48/video/index.m3u8
卡里古拉博士,https://v8.qdhdcate.com/yyv8/202407/17/5RM5EYGG7x14/video/index.m3u8
幸运欧尼克斯和灵魂护身符,https://v10.qdhdcate.com/yyv10/202407/18/YRUixSePUY15/video/index.m3u8
她才是主角,https://v12.qdhdcate.com/yyv12/202407/17/D6E91vngXt8/video/index.m3u8
坠爱地中海,https://v12.qdhdcate.com/yyv12/202407/19/fffmCFrGd53/video/index.m3u8
特笑训练营,https://v12.qdhdcate.com/yyv12/202407/19/FJK26qEjDm18/video/index.m3u8
Jakpo?lubi?milionera？,https://v9.qdhdcate.com/yyv9/202407/20/4XrCHqkyvm18/video/index.m3u8
三日玩命作,https://v9.qdhdcate.com/yyv9/202407/17/v8rtpJUMUe18/video/index.m3u8
三傻大闹托莱坞,https://v12.qdhdcate.com/yyv12/202407/17/aQdkyus8EZ8/video/index.m3u8
底层的珍珠,https://v11.qdhdcate.com/yyv11/202407/15/rkPaM0E1up3/video/index.m3u8
好莱坞骑士,https://v5.qdhdcate.com/yyv5/202407/12/baRfVR2UVG7/video/index.m3u8
想去看海的女孩们,https://v10.qdhdcate.com/yyv10/202407/18/ThP6MB7Cqi15/video/index.m3u8
FrozenStupid,https://v12.qdhdcate.com/yyv12/202407/11/nHYddscQB18/video/index.m3u8
飞天老爷车,https://v11.qdhdcate.com/yyv11/202407/07/tJ0AN5EmdF3/video/index.m3u8
鸟人大作战,https://v12.qdhdcate.com/yyv12/202407/12/7473HSakKM8/video/index.m3u8
小镇恋歌,https://v9.qdhdcate.com/yyv9/202407/06/CQRikHD8nt18/video/index.m3u8
爱情枪手,https://v10.qdhdcate.com/yyv10/202407/07/3YMfKWjXK115/video/index.m3u8
惊天骇地,https://v10.qdhdcate.com/yyv10/202407/06/8w7kjg9TdY15/video/index.m3u8
金拳大对决,https://v12.qdhdcate.com/yyv12/202407/12/UwudWzJ6Bi8/video/index.m3u8
朱同在三年级丢失了超能力,https://v10.qdhdcate.com/yyv10/202407/17/kx0Lym4CMD15/video/index.m3u8
妈妈一百岁,https://v8.qdhdcate.com/yyv8/202407/13/BgeX5r2dz214/video/index.m3u8
金屋春宵,https://v5.qdhdcate.com/yyv5/202407/07/wN5dXhVEEr7/video/index.m3u8
潜行者,https://v5.qdhdcate.com/yyv5/202407/10/bqgFBbtxBm7/video/index.m3u8#第01集$https://v4.qdhdcate.com/yyv4/202308/27/TiF37YVJEy1/video/index.m3u8#第02集$https://v4.qdhdcate.com/yyv4/202308/27/uSh319M6Ca1/video/index.m3u8#第03集$https://v4.qdhdcate.com/yyv4/202308/27/gwtXydY3kF1/video/index.m3u8#第04集$https://v4.qdhdcate.com/yyv4/202308/27/pdKRjerNK51/video/index.m3u8#第05集$https://v4.qdhdcate.com/yyv4/202308/27/rudwvKPk231/video/index.m3u8#第06集$https://v4.qdhdcate.com/yyv4/202308/27/uyaejbV6St1/video/index.m3u8#第07集$https://v4.qdhdcate.com/yyv4/202308/27/ZUWS6Ex8dZ1/video/index.m3u8#第08集$https://v4.qdhdcate.com/yyv4/202308/27/hB9iLZBHYp1/video/index.m3u8
花鼓歌,https://v9.qdhdcate.com/yyv9/202407/07/ZvhCNaThCD18/video/index.m3u8
重回1997,https://v10.qdhdcate.com/yyv10/202407/17/4Wd1R7Dbzf15/video/index.m3u8
海岸大捕怪国语,https://v8.qdhdcate.com/yyv8/202407/11/R4vcP5C5WQ14/video/index.m3u8
家有喜事2020粤语,https://v12.qdhdcate.com/yyv12/202407/15/M6CcJqkq1S8/video/index.m3u8
如此美好,https://v8.qdhdcate.com/yyv8/202407/07/FzaPLAHMbJ14/video/index.m3u8
礼帽回归,https://v10.qdhdcate.com/yyv10/202407/15/KVH0rrQrJR15/video/index.m3u8
稳操胜券,https://v10.qdhdcate.com/yyv10/202407/04/YNkQxSqLY315/video/index.m3u8
亡命夺宝,https://v10.qdhdcate.com/yyv10/202407/05/u36gUx8vdt15/video/index.m3u8
失控玩家国语,https://v9.qdhdcate.com/yyv9/202407/13/W7vbK0M8r818/video/index.m3u8
柯南·奥布莱恩永不止步,https://v5.qdhdcate.com/yyv5/202407/15/2kRHEwNTJF7/video/index.m3u8
大显神威,https://v11.qdhdcate.com/yyv11/202407/15/Rf72n01pTH3/video/index.m3u8
鬼精灵归来,https://v12.qdhdcate.com/yyv12/202407/05/TdAyWP6RV98/video/index.m3u8
菜单之外,https://v8.qdhdcate.com/yyv8/202407/11/evFQLcBqnD14/video/index.m3u8
鬼屋待售,https://v8.qdhdcate.com/yyv8/202407/10/UkcvYCNzZn14/video/index.m3u8
白头神探2?：恐怖的气味,https://v10.qdhdcate.com/yyv10/202407/07/VTv4dBcJt515/video/index.m3u8
鬼新娘1987粤语,https://v9.qdhdcate.com/yyv9/202407/05/JEd52zwjry18/video/index.m3u8
真人版乱马1/2,https://v9.qdhdcate.com/yyv9/202407/07/NzFsxsNwcS18/video/index.m3u8
姐妹同行,https://v11.qdhdcate.com/yyv11/202407/11/G7GwEZGQaQ3/video/index.m3u8
鬼新娘1987国语,https://v11.qdhdcate.com/yyv11/202407/05/mf9MAGANrd3/video/index.m3u8
等不及说爱你,https://v5.qdhdcate.com/yyv5/202407/11/tMmT5hYss67/video/index.m3u8
蒲田进行曲国语,https://v5.qdhdcate.com/yyv5/202407/06/26MK4uvBAZ7/video/index.m3u8
回到明天,https://v12.qdhdcate.com/yyv12/202407/10/BBgDmrYf3d8/video/index.m3u8#第01集$https://v4.qdhdcate.com/yyv4/202308/27/kpvgiGhnLz1/video/index.m3u8#第02集$https://v9.qdhdcate.com/yyv9/202309/12/1KntNX8xBj1/video/index.m3u8#第03集$https://v9.qdhdcate.com/yyv9/202309/12/PGPj21Em2X1/video/index.m3u8#第04集$https://v4.qdhdcate.com/yyv4/202308/27/kEYisHgKbw1/video/index.m3u8#第05集$https://v4.qdhdcate.com/yyv4/202308/27/KjinGPw2mn1/video/index.m3u8#第06集$https://v4.qdhdcate.com/yyv4/202308/27/pDC60UJxPx1/video/index.m3u8#第07集$https://v4.qdhdcate.com/yyv4/202308/27/GitUmk124n1/video/index.m3u8#第08集$https://v9.qdhdcate.com/yyv9/202309/12/vccsvKtyH01/video/index.m3u8#第09集$https://v4.qdhdcate.com/yyv4/202308/27/krxwaWBJJg1/video/index.m3u8#第10集$https://v9.qdhdcate.com/yyv9/202309/12/PPZMgkcFxH1/video/index.m3u8#第11集$https://v4.qdhdcate.com/yyv4/202308/27/B7bH0y3Fkc1/video/index.m3u8#第12集$https://v4.qdhdcate.com/yyv4/202308/27/bvcH06j5Sm1/video/index.m3u8
79轶事,https://v11.qdhdcate.com/yyv11/202407/14/DX89EGf3yH3/video/index.m3u8
出租家人,https://v8.qdhdcate.com/yyv8/202407/07/mBMH1xnksq14/video/index.m3u8
冻卵危机,https://v9.qdhdcate.com/yyv9/202407/07/QwDpEXU6NZ18/video/index.m3u8
一路不顺风,https://v9.qdhdcate.com/yyv9/202407/07/JYsbwN6vWU18/video/index.m3u8
亲爱的，我把孩子缩小了,https://v12.qdhdcate.com/yyv12/202407/07/3pbNKZ2aCs8/video/index.m3u8
河内卡门,https://v9.qdhdcate.com/yyv9/202407/08/dNxxN0AAHE18/video/index.m3u8
替身演员2022,https://v12.qdhdcate.com/yyv12/202407/08/CYcTirtrNd8/video/index.m3u8
