科幻片,#genre#
死亡半径,https://v1.qdhdcate.com/yyv1/202308/20/7D8EtPz8sa2/video/index.m3u8
比尔和泰德畅游鬼门关,https://v1.qdhdcate.com/yyv1/202308/19/Jk2hqxxK8J2/video/index.m3u8
泽西海岸大屠杀,https://v1.qdhdcate.com/yyv1/202308/20/nppydW5wzh2/video/index.m3u8
洛杉矶之战,https://v1.qdhdcate.com/yyv1/202308/20/T58iADXirK2/video/index.m3u8
永恒代码,https://v1.qdhdcate.com/yyv1/202308/20/xcFss69EnS2/video/index.m3u8
沉没的镜像,https://v1.qdhdcate.com/yyv1/202308/19/kkt2VG3Y5V2/video/index.m3u8
沉睡魔咒,https://v1.qdhdcate.com/yyv1/202308/19/DBtWRgLQrw2/video/index.m3u8
流星的启示,https://v1.qdhdcate.com/yyv1/202308/20/MaHLsQKSW62/video/index.m3u8
流浪地球2,https://v1.qdhdcate.com/yyv1/202308/19/PvvExXkRct2/video/index.m3u8
死亡幻觉2,https://v1.qdhdcate.com/yyv1/202308/20/mZ0SUVF9Js2/video/index.m3u8
毁灭状态,https://v1.qdhdcate.com/yyv1/202308/20/0SUNV9jvTT2/video/index.m3u8
污秽的怪兽,https://v1.qdhdcate.com/yyv1/202308/20/HqcB0n5sii2/video/index.m3u8
海市蜃楼,https://v1.qdhdcate.com/yyv1/202308/19/6MvaWhkuqk2/video/index.m3u8
民国奇闻录,https://v1.qdhdcate.com/yyv1/202308/19/0pmqUj5MMw2/video/index.m3u8
永无止境,https://v1.qdhdcate.com/yyv1/202308/19/V4tbZPpvF82/video/index.m3u8
母亲机器人,https://v1.qdhdcate.com/yyv1/202308/20/SG35zFfwnK2/video/index.m3u8
死亡密码,https://v1.qdhdcate.com/yyv1/202308/20/ZsSwqcs0x32/video/index.m3u8
洛特DR1,https://v1.qdhdcate.com/yyv1/202308/20/LPQEJnVTg92/video/index.m3u8
毒吻,https://v1.qdhdcate.com/yyv1/202308/20/MVxFMMXhsp2/video/index.m3u8
沙丘,https://v1.qdhdcate.com/yyv1/202308/19/fi7VZy4bAa2/video/index.m3u8
毒液2,https://v1.qdhdcate.com/yyv1/202308/20/ACuYc6LNbS2/video/index.m3u8
洞穴客,https://v1.qdhdcate.com/yyv1/202308/20/MxD4XnzQjy2/video/index.m3u8
毁灭的发明,https://v1.qdhdcate.com/yyv1/202308/19/2YLJxDxvyA2/video/index.m3u8
漩涡：主权的曙光,https://v1.qdhdcate.com/yyv1/202308/20/imAQ74eNmr2/video/index.m3u8
海平面上升,https://v1.qdhdcate.com/yyv1/202308/19/R8ZfLmZbkm2/video/index.m3u8
测试,https://v1.qdhdcate.com/yyv1/202308/20/FK2S2gbyAB2/video/index.m3u8
潘神的迷宫,https://v1.qdhdcate.com/yyv1/202308/20/HFbmMyCWPz2/video/index.m3u8
火星人入侵记,https://v1.qdhdcate.com/yyv1/202308/20/AL25m77mgR2/video/index.m3u8
湿婆的超级英雄2,https://v1.qdhdcate.com/yyv1/202308/20/erYqYcpRtV2/video/index.m3u8
海底两百里,https://v1.qdhdcate.com/yyv1/202308/19/hRCi5NgT6w2/video/index.m3u8
海底城市,https://v1.qdhdcate.com/yyv1/202308/20/Qt4VQ7gnCX2/video/index.m3u8
深海巨灵大海龟,https://v1.qdhdcate.com/yyv1/202308/20/4q73LaQ7WE2/video/index.m3u8
火星救援,https://v1.qdhdcate.com/yyv1/202308/20/abdJtLBHCF2/video/index.m3u8
深海异兽,https://v1.qdhdcate.com/yyv1/202308/20/bjWQpHayLm2/video/index.m3u8
混沌行走,https://v1.qdhdcate.com/yyv1/202308/20/TqbJGQAEDH2/video/index.m3u8
海底两万里,https://v1.qdhdcate.com/yyv1/202308/20/CENvuvq5Nh2/video/index.m3u8
海底怪客,https://v1.qdhdcate.com/yyv1/202308/19/8f7D9zhJ842/video/index.m3u8
深海圆疑,https://v1.qdhdcate.com/yyv1/202308/20/bYNwWYvxyM2/video/index.m3u8
火星大接触,https://v1.qdhdcate.com/yyv1/202308/20/agWD9i5nSz2/video/index.m3u8
灭顶之灾,https://v1.qdhdcate.com/yyv1/202308/20/xbM3Jrfb5G2/video/index.m3u8
海热症,https://v1.qdhdcate.com/yyv1/202308/20/ziFiBisYa42/video/index.m3u8
火箭手,https://v1.qdhdcate.com/yyv1/202308/20/PRmrtEg0wm2/video/index.m3u8
火星任务,https://v1.qdhdcate.com/yyv1/202308/20/UakhyY6yr82/video/index.m3u8
海底军舰,https://v1.qdhdcate.com/yyv1/202308/19/1btg7usL3g2/video/index.m3u8
海怪,https://v1.qdhdcate.com/yyv1/202308/20/0f3uq8KPXn2/video/index.m3u8
火狐,https://v1.qdhdcate.com/yyv1/202308/20/WaDWp4znVK2/video/index.m3u8
狂暴巨兽,https://v1.qdhdcate.com/yyv1/202308/20/73QNXgprkt2/video/index.m3u8
海带,https://v1.qdhdcate.com/yyv1/202308/19/kpjNKWZYJ72/video/index.m3u8
源代码,https://v1.qdhdcate.com/yyv1/202308/20/AvfWvfb2KP2/video/index.m3u8
火星地,https://v1.qdhdcate.com/yyv1/202308/20/ccUK2h9CL72/video/index.m3u8
狮身人面像之谜,https://v1.qdhdcate.com/yyv1/202308/20/34MVjpbuba2/video/index.m3u8
海星,https://v1.qdhdcate.com/yyv1/202308/19/pWkpmrCbfk2/video/index.m3u8
特种部队毁尸灭尽,https://v1.qdhdcate.com/yyv1/202308/20/64fxiRrj2U2/video/index.m3u8
爱丽丝梦游仙境2：镜中奇遇记,https://v1.qdhdcate.com/yyv1/202308/20/0xF0dPDgKD2/video/index.m3u8
灭绝(原声版),https://v1.qdhdcate.com/yyv1/202308/20/sAbkkGLgZn2/video/index.m3u8
灵界转生,https://v1.qdhdcate.com/yyv1/202308/20/TGNQjyGiK32/video/index.m3u8
狂犬病1977,https://v1.qdhdcate.com/yyv1/202308/20/3FjxWaR3FQ2/video/index.m3u8
王者游戏·觉醒,https://v1.qdhdcate.com/yyv1/202308/20/WzmjqPSajL2/video/index.m3u8
独立日2：卷土重来,https://v1.qdhdcate.com/yyv1/202308/20/ZLW1rfXsK62/video/index.m3u8
狂暴大蜈蚣,https://v1.qdhdcate.com/yyv1/202308/20/g7SZvzuUps2/video/index.m3u8
灵幻夹克,https://v1.qdhdcate.com/yyv1/202308/20/EhKg4DBUsc2/video/index.m3u8
猎杀星期一,https://v1.qdhdcate.com/yyv1/202308/20/uPUjihYtsa2/video/index.m3u8
灭绝2018,https://v1.qdhdcate.com/yyv1/202308/20/qfHmbgvZNB2/video/index.m3u8
狂暴巨狼,https://v1.qdhdcate.com/yyv1/202308/20/wrZxndVe9w2/video/index.m3u8
狼蛛,https://v1.qdhdcate.com/yyv1/202308/20/nYSnXpPpdk2/video/index.m3u8
疯狂的麦克斯4：狂暴之路,https://v1.qdhdcate.com/yyv1/202308/20/gfYSKh1Ls92/video/index.m3u8
猛尸镇,https://v1.qdhdcate.com/yyv1/202308/20/QLQXtc7wV82/video/index.m3u8
狗心1988,https://v1.qdhdcate.com/yyv1/202308/20/wZuM3MEHHB2/video/index.m3u8
独立日,https://v1.qdhdcate.com/yyv1/202308/20/f3mvwVsY2K2/video/index.m3u8
牛排,https://v1.qdhdcate.com/yyv1/202308/20/VDqCpLtudV2/video/index.m3u8
爱之地,https://v1.qdhdcate.com/yyv1/202308/20/qmd5gYBZVx2/video/index.m3u8
环太平洋：雷霆再起,https://v1.qdhdcate.com/yyv1/202308/20/fTbq5uJxVh2/video/index.m3u8
生化危机4：战神再生,https://v1.qdhdcate.com/yyv1/202308/20/TgAAHV47Bt2/video/index.m3u8
皇家次子女秘密组织,https://v1.qdhdcate.com/yyv1/202308/20/g8pipFWffa2/video/index.m3u8
百慕大星际流浪者,https://v1.qdhdcate.com/yyv1/202308/20/7qjSqHEn7C2/video/index.m3u8
炸脖龙,https://v1.qdhdcate.com/yyv1/202308/20/LSYQhvm87s2/video/index.m3u8
生化危机：终章,https://v1.qdhdcate.com/yyv1/202308/20/92PfeEQb2w2/video/index.m3u8
生化危机2：启示录,https://v1.qdhdcate.com/yyv1/202308/20/Xw3Ep6QAms2/video/index.m3u8
猎梦人,https://v1.qdhdcate.com/yyv1/202308/20/814ZTwtSDB2/video/index.m3u8
生化危机5：惩罚,https://v1.qdhdcate.com/yyv1/202308/20/uKGQpea1ef2/video/index.m3u8
电脑奇侠重启,https://v1.qdhdcate.com/yyv1/202308/20/eVBBBi54302/video/index.m3u8
疯狂教授,https://v1.qdhdcate.com/yyv1/202308/20/ykaHW7DUCL2/video/index.m3u8
相会在昨天,https://v1.qdhdcate.com/yyv1/202308/20/1e71ukxeCd2/video/index.m3u8
珊瑚岛上的死光,https://v1.qdhdcate.com/yyv1/202308/20/6SGPEkBhiq2/video/index.m3u8
生态箱,https://v1.qdhdcate.com/yyv1/202308/20/z4mkXX4giE2/video/index.m3u8
监禁外太空,https://v1.qdhdcate.com/yyv1/202308/20/nmZUz7EZL42/video/index.m3u8
珍爱泉源,https://v1.qdhdcate.com/yyv1/202308/20/H1ft9r6PCw2/video/index.m3u8
疯狂的麦克斯,https://v1.qdhdcate.com/yyv1/202308/20/55z7kL0zH72/video/index.m3u8
看不见的女儿,https://v1.qdhdcate.com/yyv1/202308/20/1fpeZWeUp92/video/index.m3u8
疯狂天才,https://v1.qdhdcate.com/yyv1/202308/20/eZS6CCpeYJ2/video/index.m3u8
疯狂的兔子,https://v1.qdhdcate.com/yyv1/202308/20/NJMKXnKJMu2/video/index.m3u8
电子云层下,https://v1.qdhdcate.com/yyv1/202308/20/eqi9vPk0CP2/video/index.m3u8
猩球崛起,https://v1.qdhdcate.com/yyv1/202308/20/4fq5nnDAsx2/video/index.m3u8
登入火星,https://v1.qdhdcate.com/yyv1/202308/20/4v7c8suyRZ2/video/index.m3u8
生化危机,https://v1.qdhdcate.com/yyv1/202308/20/BUnSVvMTPs2/video/index.m3u8
环大西洋,https://v1.qdhdcate.com/yyv1/202308/20/5BUicJvGyD2/video/index.m3u8
画之国,https://v1.qdhdcate.com/yyv1/202308/20/fs45SsQwej2/video/index.m3u8
看护中,https://v1.qdhdcate.com/yyv1/202308/20/ikCytL7AFH2/video/index.m3u8
环太平洋,https://v1.qdhdcate.com/yyv1/202308/20/MgHD9C3Ung2/video/index.m3u8
环球卫士,https://v1.qdhdcate.com/yyv1/202308/20/Tv0B7Bn3as2/video/index.m3u8
电路护士,https://v1.qdhdcate.com/yyv1/202308/20/b6Ze2kTzVF2/video/index.m3u8
病毒抗体,https://v1.qdhdcate.com/yyv1/202308/20/B1CByY3H1L2/video/index.m3u8
神奇动物在哪里,https://v1.qdhdcate.com/yyv1/202308/20/Vs3Finr01x2/video/index.m3u8
畸变,https://v1.qdhdcate.com/yyv1/202308/20/d3LDTAYGjd2/video/index.m3u8
第27天生死劫,https://v1.qdhdcate.com/yyv1/202308/20/mnH5KK4fk12/video/index.m3u8
穿越者之异梦空间,https://v1.qdhdcate.com/yyv1/202308/20/cDEvTgipfX2/video/index.m3u8
科学怪人的怪兽 山达对盖拉,https://v1.qdhdcate.com/yyv1/202308/20/Nhfp6JJWfe2/video/index.m3u8
神秘博士元旦特辑：戴立克的革命,https://v1.qdhdcate.com/yyv1/202308/20/3FjiAweVHD2/video/index.m3u8
神奇动物：格林德沃之罪,https://v1.qdhdcate.com/yyv1/202308/20/UyNbhzHnD02/video/index.m3u8
神秘博士：戴立克的前夜,https://v1.qdhdcate.com/yyv1/202308/20/kScM4MZs682/video/index.m3u8
科学怪人对地底怪兽,https://v1.qdhdcate.com/yyv1/202308/20/wfNP6yMYWk2/video/index.m3u8
穿越烽火线电影版,https://v1.qdhdcate.com/yyv1/202308/20/VfzyqjPHtG2/video/index.m3u8
移动迷宫3：死亡解药,https://v1.qdhdcate.com/yyv1/202308/20/SueXXjExbN2/video/index.m3u8
空气之魂，云之精灵,https://v1.qdhdcate.com/yyv1/202308/20/uF6AYLKUbc2/video/index.m3u8
穿越爱情线,https://v1.qdhdcate.com/yyv1/202308/20/drg4dK95t02/video/index.m3u8
眠山怪影,https://v1.qdhdcate.com/yyv1/202308/20/uSU3Q2rMzr2/video/index.m3u8
第二生命,https://v1.qdhdcate.com/yyv1/202308/20/BH4MgLgKp92/video/index.m3u8
第五名乘客,https://v1.qdhdcate.com/yyv1/202308/20/2ZtLFRQ7ys2/video/index.m3u8
神马风云,https://v1.qdhdcate.com/yyv1/202308/20/7Ans8Am6gj2/video/index.m3u8
科学怪人之子,https://v1.qdhdcate.com/yyv1/202308/20/3AJGQzaxMS2/video/index.m3u8
科洛弗档案,https://v1.qdhdcate.com/yyv1/202308/20/S77Waajvs72/video/index.m3u8
移动迷宫2,https://v1.qdhdcate.com/yyv1/202308/20/cQhkErnNUW2/video/index.m3u8
科洛弗道10号,https://v1.qdhdcate.com/yyv1/202308/20/UuZpCxqJhF2/video/index.m3u8
童梦失魂夜,https://v1.qdhdcate.com/yyv1/202308/20/72cvNfBSh92/video/index.m3u8
短波,https://v1.qdhdcate.com/yyv1/202308/20/3BQRPTCXb02/video/index.m3u8
移居者,https://v1.qdhdcate.com/yyv1/202308/20/evyweEnFt02/video/index.m3u8
神奇侠侣,https://v1.qdhdcate.com/yyv1/202308/20/qgKd4uUMXG2/video/index.m3u8
禁忌星球,https://v1.qdhdcate.com/yyv1/202308/20/E827bv3pce2/video/index.m3u8
移魂都市,https://v1.qdhdcate.com/yyv1/202308/20/zMqBbZwAra2/video/index.m3u8
终结者2018,https://v1.qdhdcate.com/yyv1/202308/20/AKec4Ek5Tb2/video/index.m3u8
神奇四侠,https://v1.qdhdcate.com/yyv1/202308/20/TQDZgme4W22/video/index.m3u8
第九区,https://v1.qdhdcate.com/yyv1/202308/20/1DAcJNLkkC2/video/index.m3u8
禁地大战,https://v1.qdhdcate.com/yyv1/202308/20/FtGxmAxgKB2/video/index.m3u8
美版恐龙战队 电影版,https://v1.qdhdcate.com/yyv1/202308/20/hTU5fvrmWG2/video/index.m3u8
绝命空间站,https://v1.qdhdcate.com/yyv1/202308/20/kxALNh6r532/video/index.m3u8
破裂,https://v1.qdhdcate.com/yyv1/202308/20/Tx4UQ8cj042/video/index.m3u8
美少女战队,https://v1.qdhdcate.com/yyv1/202308/20/PU5qfV044W2/video/index.m3u8
神秘岛,https://v1.qdhdcate.com/yyv1/202308/20/88sUfkJ19c2/video/index.m3u8
罗布泊神秘事件,https://v1.qdhdcate.com/yyv1/202308/20/GQ84zSA3dz2/video/index.m3u8
美国队长1,https://v1.qdhdcate.com/yyv1/202308/20/UN1GNaDFpN2/video/index.m3u8
网文少年,https://v1.qdhdcate.com/yyv1/202308/20/p5HzJY3Ugs2/video/index.m3u8
等待方舟,https://v1.qdhdcate.com/yyv1/202308/20/YQrU5q6XGe2/video/index.m3u8
网上怪谈,https://v1.qdhdcate.com/yyv1/202308/20/JhWRVeNspa2/video/index.m3u8
网络迷宫,https://v1.qdhdcate.com/yyv1/202308/20/sA0ZBnFgZL2/video/index.m3u8
绝密档案,https://v1.qdhdcate.com/yyv1/202308/20/5M9C00KsSi2/video/index.m3u8
绝杀使徒,https://v1.qdhdcate.com/yyv1/202308/20/58sNFNNxFC2/video/index.m3u8
终极代码,https://v1.qdhdcate.com/yyv1/202308/20/rStLe9Azhs2/video/index.m3u8
绝对控制,https://v1.qdhdcate.com/yyv1/202308/20/MnWMFWF0gK2/video/index.m3u8
老妈子与秋,https://v1.qdhdcate.com/yyv1/202308/20/7mmGwQ3zES2/video/index.m3u8
绘图人,https://v1.qdhdcate.com/yyv1/202308/20/8fABMnvS6k2/video/index.m3u8
绿巨人浩克,https://v1.qdhdcate.com/yyv1/202308/20/Jy6ihNKGeb2/video/index.m3u8
终点站,https://v1.qdhdcate.com/yyv1/202308/20/WiSmB8rBZs2/video/index.m3u8
绑架2016,https://v1.qdhdcate.com/yyv1/202308/20/mm8WAyuZ5n2/video/index.m3u8
红鹰侠,https://v1.qdhdcate.com/yyv1/202308/20/jX5AFZbDKg2/video/index.m3u8
红线,https://v1.qdhdcate.com/yyv1/202308/20/jAjc2kd4nL2/video/index.m3u8
维尔博,https://v1.qdhdcate.com/yyv1/202308/20/yHuGNYYaLb2/video/index.m3u8
绿巨人2,https://v1.qdhdcate.com/yyv1/202308/20/AiX2Uk1HA42/video/index.m3u8
第六日,https://v1.qdhdcate.com/yyv1/202308/20/DzvEZ5QbXY2/video/index.m3u8
缉魂,https://v1.qdhdcate.com/yyv1/202308/20/JLQfnncEYy2/video/index.m3u8
蜘蛛侠：英雄远征,https://v1.qdhdcate.com/yyv1/202308/20/Eci86NKJV42/video/index.m3u8
第五波,https://v1.qdhdcate.com/yyv1/202308/20/FkR7DDeKkL2/video/index.m3u8
蒙上你的眼：逃出巴塞罗那,https://v1.qdhdcate.com/yyv1/202308/20/9e7VrQP9yF2/video/index.m3u8
蚁人与黄蜂女：量子狂潮,https://v1.qdhdcate.com/yyv1/202308/20/eNF0e9e4FT2/video/index.m3u8
维斯珀,https://v1.qdhdcate.com/yyv1/202308/20/kq1rFVVqBt2/video/index.m3u8
莫斯科陷落2,https://v1.qdhdcate.com/yyv1/202308/20/bRVYY51XMS2/video/index.m3u8
蝙蝠侠：侠影之谜,https://v1.qdhdcate.com/yyv1/202308/20/MPYHskKM422/video/index.m3u8
萌道猎妖记,https://v1.qdhdcate.com/yyv1/202308/20/SC5as3PM2N2/video/index.m3u8
船长哈洛克,https://v1.qdhdcate.com/yyv1/202308/20/CbuB0B3DFV2/video/index.m3u8
蒸发太平洋,https://v1.qdhdcate.com/yyv1/202308/20/QJbqqqRMsK2/video/index.m3u8
被时间遗忘的人,https://v1.qdhdcate.com/yyv1/202308/20/yBzBRDgT6H2/video/index.m3u8
蜘蛛侠：平行宇宙,https://v1.qdhdcate.com/yyv1/202308/20/9Ck96Wf7vE2/video/index.m3u8
老师不是人,https://v1.qdhdcate.com/yyv1/202308/20/vWPgpUZ1HY2/video/index.m3u8
脑浆炸裂少女,https://v1.qdhdcate.com/yyv1/202308/20/kYWiQ0Y6kZ2/video/index.m3u8
蠢蛋进化论,https://v1.qdhdcate.com/yyv1/202308/20/gRDG4UY3UX2/video/index.m3u8
蛇蟒星际,https://v1.qdhdcate.com/yyv1/202308/20/14WidX7ndN2/video/index.m3u8
芳龄十六,https://v1.qdhdcate.com/yyv1/202308/20/2TWg5vDw6r2/video/index.m3u8
荒野巨兽,https://v1.qdhdcate.com/yyv1/202308/20/ByEyFjmnE02/video/index.m3u8
莫斯科陷落,https://v1.qdhdcate.com/yyv1/202308/20/8tpZSbUdqw2/video/index.m3u8
致命复活,https://v1.qdhdcate.com/yyv1/202308/20/Gv1MsnfuwP2/video/index.m3u8
血战沙漠,https://v1.qdhdcate.com/yyv1/202308/20/eaZfuGVnuc2/video/index.m3u8
警告2021,https://v1.qdhdcate.com/yyv1/202308/20/YMFm3Z0g8G2/video/index.m3u8
致命玩家,https://v1.qdhdcate.com/yyv1/202308/20/wzKmmJUCVg2/video/index.m3u8
蝶变计划,https://v1.qdhdcate.com/yyv1/202308/20/H4tzTgbMuu2/video/index.m3u8
蝴蝶效应2,https://v1.qdhdcate.com/yyv1/202308/20/WGyQGJRnmx2/video/index.m3u8
营地命案,https://v1.qdhdcate.com/yyv1/202308/20/PA9MLAPzXz2/video/index.m3u8
萨杜斯,https://v1.qdhdcate.com/yyv1/202308/20/DCKx1Sp9sU2/video/index.m3u8
虚拟实惊,https://v1.qdhdcate.com/yyv1/202308/20/ezbDgwJKLt2/video/index.m3u8
蟑潮,https://v1.qdhdcate.com/yyv1/202308/20/t8pVc5Aawh2/video/index.m3u8
蜘蛛侠3,https://v1.qdhdcate.com/yyv1/202308/20/h24Dbsraf72/video/index.m3u8
胜利号,https://v1.qdhdcate.com/yyv1/202308/20/Xg8yhYGLgX2/video/index.m3u8
蜘蛛头,https://v1.qdhdcate.com/yyv1/202308/20/079ymBwyDC2/video/index.m3u8
蜘蛛侠2,https://v1.qdhdcate.com/yyv1/202308/20/t6jbagjuhj2/video/index.m3u8
诺斯特拉达姆士的预言,https://v1.qdhdcate.com/yyv1/202308/20/eKtaeb3dzt2/video/index.m3u8
超感猎杀：完结特别篇,https://v1.qdhdcate.com/yyv1/202308/20/hsVMKK6Cyu2/video/index.m3u8
起死回生2023,https://v1.qdhdcate.com/yyv1/202308/20/BX0r8Tyx3u2/video/index.m3u8
超人：钢铁之躯,https://v1.qdhdcate.com/yyv1/202308/20/PiJCfvSMLe2/video/index.m3u8
超时空传输,https://v1.qdhdcate.com/yyv1/202308/20/W1XTtA7Ss12/video/index.m3u8
超人4：和平任务,https://v1.qdhdcate.com/yyv1/202308/20/7LHKvwFRDT2/video/index.m3u8
超时空猎杀,https://v1.qdhdcate.com/yyv1/202308/20/c3VLaRVvbP2/video/index.m3u8
警察与外星人,https://v1.qdhdcate.com/yyv1/202308/20/BxvV0V1T8B2/video/index.m3u8
超凡蜘蛛侠,https://v1.qdhdcate.com/yyv1/202308/20/J4dLTs99a32/video/index.m3u8
超凡蜘蛛侠2,https://v1.qdhdcate.com/yyv1/202308/20/nX9xQHw43M2/video/index.m3u8
要地球倒转,https://v1.qdhdcate.com/yyv1/202308/20/yPfTYPHsMz2/video/index.m3u8
草稿,https://v1.qdhdcate.com/yyv1/202308/20/B3atgwPbCV2/video/index.m3u8
诸神之战 3,https://v1.qdhdcate.com/yyv1/202308/20/d1VjcGasDV2/video/index.m3u8
超级战舰,https://v1.qdhdcate.com/yyv1/202308/20/UJKsRKsDQN2/video/index.m3u8
超强台风,https://v1.qdhdcate.com/yyv1/202308/20/TJn1NZ4afr2/video/index.m3u8
超暴力机斗,https://v1.qdhdcate.com/yyv1/202308/20/cPGy6qW0Cx2/video/index.m3u8
超凡战队,https://v1.qdhdcate.com/yyv1/202308/20/2PnUGYghVF2/video/index.m3u8
赤火追缉,https://v1.qdhdcate.com/yyv1/202308/20/q67PTvvrLh2/video/index.m3u8
超凡世界,https://v1.qdhdcate.com/yyv1/202308/20/HdFufkEPjD2/video/index.m3u8
起死回生,https://v1.qdhdcate.com/yyv1/202308/20/auWeUA7JSg2/video/index.m3u8
超狗任务,https://v1.qdhdcate.com/yyv1/202308/20/JU129vkYsw2/video/index.m3u8
超级八,https://v1.qdhdcate.com/yyv1/202308/20/j40XXKU28Y2/video/index.m3u8
记忆囚笼,https://v1.qdhdcate.com/yyv1/202308/20/PchCFXC38T2/video/index.m3u8
记忆回放,https://v1.qdhdcate.com/yyv1/202308/20/N7MLQyDMR92/video/index.m3u8
记忆切割,https://v1.qdhdcate.com/yyv1/202308/20/PSvbaUBs3N2/video/index.m3u8
诺艾尔,https://v1.qdhdcate.com/yyv1/202308/20/57CNhuQwd12/video/index.m3u8
超人2,https://v1.qdhdcate.com/yyv1/202308/20/DTw2TRFB9m2/video/index.m3u8
诡丝,https://v1.qdhdcate.com/yyv1/202308/20/ukzuWkz9AN2/video/index.m3u8
超体,https://v1.qdhdcate.com/yyv1/202308/20/9jvyYmgJ5T2/video/index.m3u8
超级少女,https://v1.qdhdcate.com/yyv1/202308/20/xNwTKs63u82/video/index.m3u8
超自然事件之坠龙事件,https://v1.qdhdcate.com/yyv1/202308/20/pE08mXm0Cm2/video/index.m3u8
返回从前的漫长旅程,https://v1.qdhdcate.com/yyv1/202308/20/ftyNr33pac2/video/index.m3u8
